Associated Gene Name	Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	Band	Transcript count	Gene Biotype	Status (gene)
AC122327.1	ENSMUSG00000096441	12	23199780	23199889	1	A1.3	1	miRNA	NOVEL
AL845495.1	ENSMUSG00000093368	2	118248689	118248782	-1	E5	1	miRNA	NOVEL
SNORA17	ENSMUSG00000077499	8	45581616	45581747	-1	B1.1	1	snoRNA	NOVEL
7SK	ENSMUSG00000089090	4	19514490	19514779	-1	A3	1	misc_RNA	NOVEL
Mir124a-1	ENSMUSG00000065597	14	64590657	64590741	1	D1	1	miRNA	KNOWN
Mir431	ENSMUSG00000070080	12	109590447	109590537	1	F1	1	miRNA	KNOWN
U1	ENSMUSG00000087743	3	122464727	122464882	1	G1	1	snRNA	NOVEL
U6	ENSMUSG00000088517	16	36321481	36321584	1	B3	1	snRNA	NOVEL
SNORA25	ENSMUSG00000089050	10	27452289	27452360	1	A4	1	snoRNA	NOVEL
SNORD103	ENSMUSG00000093793	4	130766331	130766413	1	D2.2	1	snoRNA	NOVEL
U2	ENSMUSG00000064772	X	14315401	14315591	-1	A1.1	1	snRNA	NOVEL
AC140486.1	ENSMUSG00000080330	3	137621474	137621593	1	G3	1	miRNA	NOVEL
AC237159.1	ENSMUSG00000095537	7	38613149	38613253	1	B3	1	snRNA	NOVEL
SNORA17	ENSMUSG00000089380	8	67279082	67279231	-1	B3.2	1	snoRNA	NOVEL
Snora20	ENSMUSG00000064637	17	12922790	12922917	1	A1	1	snoRNA	KNOWN
AC154816.1	ENSMUSG00000077971	13	5997455	5997551	-1	A1	1	miRNA	NOVEL
U6	ENSMUSG00000088183	17	80033514	80033609	1	E3	1	snRNA	NOVEL
U6	ENSMUSG00000094214	1	63300280	63300383	-1	C2	1	snRNA	NOVEL
AC214004.2	ENSMUSG00000095985	Y	54928997	54929104	-1	C2	1	rRNA	NOVEL
U4	ENSMUSG00000064419	5	38546458	38546593	1	B3	1	snRNA	NOVEL
n-R5s175	ENSMUSG00000084548	5	119297245	119297361	1	F	1	rRNA	KNOWN
U7	ENSMUSG00000088648	13	73925241	73925301	1	C1	1	snRNA	NOVEL
7SK	ENSMUSG00000088818	18	16033746	16034046	1	A1	1	misc_RNA	NOVEL
AC152946.1	ENSMUSG00000080347	10	96855582	96855670	-1	C3	1	miRNA	NOVEL
AL772216.73	ENSMUSG00000096894	2	10503273	10503355	1	A1	1	miRNA	KNOWN
Mir3078	ENSMUSG00000092972	14	64591185	64591271	1	D1	1	miRNA	KNOWN
SNORA44	ENSMUSG00000095176	6	60071058	60071186	-1	B3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000089349	4	47920755	47920897	1	B1	1	snoRNA	NOVEL
SNORA19	ENSMUSG00000084686	3	96176361	96176487	1	F2.1	1	snoRNA	NOVEL
U6	ENSMUSG00000089189	17	33729509	33729584	1	B1	1	snRNA	NOVEL
AC073553.2	ENSMUSG00000092737	12	113424749	113424818	-1	F1	1	miRNA	NOVEL
SNORA17	ENSMUSG00000077268	10	95898603	95898735	1	C2	1	snoRNA	NOVEL
U1	ENSMUSG00000064648	4	148443334	148443485	-1	E2	1	snRNA	NOVEL
SNORA42	ENSMUSG00000065182	8	82409091	82409226	1	C2	1	snoRNA	NOVEL
Mir5113	ENSMUSG00000092868	15	80940039	80940120	1	E1	1	miRNA	KNOWN
Snora31	ENSMUSG00000065147	14	75847905	75848034	1	D3	1	snoRNA	KNOWN
U6	ENSMUSG00000095431	8	21176768	21176872	-1	A2	1	snRNA	NOVEL
Mir3473c	ENSMUSG00000093003	1	191998554	191998634	-1	H6	1	miRNA	KNOWN
SNORA40	ENSMUSG00000089052	13	31427255	31427379	1	A3.2	1	snoRNA	NOVEL
SNORA19	ENSMUSG00000088713	9	119306629	119306757	-1	F3	1	snoRNA	NOVEL
AC165349.6	ENSMUSG00000096349	12	54696782	54696945	1	C1	1	snRNA	NOVEL
U6	ENSMUSG00000084466	13	46902589	46902692	1	A5	1	snRNA	NOVEL
Mir1942	ENSMUSG00000087899	15	76215611	76215673	-1	D3	1	miRNA	KNOWN
U6	ENSMUSG00000084629	12	116476896	116476999	-1	F2	1	snRNA	NOVEL
U6	ENSMUSG00000065195	12	35441190	35441296	1	A3	1	snRNA	NOVEL
Mir679	ENSMUSG00000076145	12	109715577	109715650	1	F1	1	miRNA	KNOWN
AL589870.1	ENSMUSG00000077999	2	167626315	167626403	-1	H3	1	miRNA	NOVEL
U4	ENSMUSG00000088409	6	136417812	136417896	1	G1	1	snRNA	NOVEL
RNaseP_nuc	ENSMUSG00000089109	16	33139850	33140248	-1	B3	1	misc_RNA	NOVEL
SNORA81	ENSMUSG00000088135	11	29849461	29849600	1	A3.3	1	snoRNA	NOVEL
SNORA73	ENSMUSG00000089531	14	62668612	62668770	1	D1	1	snoRNA	NOVEL
AC157096.1	ENSMUSG00000094357	6	105399719	105399798	1	E1	1	miRNA	NOVEL
mmu-mir-1194	ENSMUSG00000096779	1	82396697	82396817	-1	C5	1	miRNA	KNOWN
U2	ENSMUSG00000084632	17	28989977	28990148	-1	A3.3	1	snRNA	NOVEL
7SK	ENSMUSG00000087965	15	91617152	91617437	-1	E3	1	misc_RNA	NOVEL
SNORD88	ENSMUSG00000084422	6	42275650	42275727	1	B2.1	1	snoRNA	NOVEL
n-R5s31	ENSMUSG00000077350	16	16010900	16011009	-1	A2	1	rRNA	KNOWN
SCARNA4	ENSMUSG00000087990	11	11913621	11913748	-1	A1	1	snoRNA	NOVEL
AC149067.1	ENSMUSG00000093571	7	30311525	30311895	1	B1	1	misc_RNA	NOVEL
5S_rRNA	ENSMUSG00000088249	16	84818097	84818194	1	C3.3	1	rRNA	NOVEL
7SK	ENSMUSG00000088365	2	68484143	68484384	1	C1.3	1	misc_RNA	NOVEL
SNORD14	ENSMUSG00000095118	9	40803995	40804080	1	A5.1	1	snoRNA	NOVEL
U7	ENSMUSG00000089620	12	31380730	31380792	1	A2	1	snRNA	NOVEL
AC114657.1	ENSMUSG00000092933	5	129584155	129584229	1	G1.3	1	miRNA	NOVEL
Mir3092	ENSMUSG00000092695	3	27584900	27584995	-1	A3	1	miRNA	KNOWN
SNORA48	ENSMUSG00000084708	11	69669635	69669778	-1	B3	1	snoRNA	NOVEL
U6	ENSMUSG00000084619	9	72121806	72121904	-1	D	1	snRNA	NOVEL
AC132082.1	ENSMUSG00000076999	1	105574687	105574782	1	E2.1	1	miRNA	NOVEL
U1	ENSMUSG00000088387	6	26460291	26460430	-1	A3.1	1	snRNA	NOVEL
SNORD28	ENSMUSG00000065280	19	8724868	8724943	1	A	1	snoRNA	NOVEL
AL731676.1	ENSMUSG00000094470	X	135314316	135314429	-1	F1	1	snoRNA	NOVEL
Snord33	ENSMUSG00000065628	7	45126864	45126947	-1	B3	1	snoRNA	KNOWN
U6	ENSMUSG00000095744	13	27874089	27874188	1	A3.1	1	snRNA	NOVEL
U6	ENSMUSG00000093905	X	57989473	57989579	1	A6	1	snRNA	NOVEL
U6	ENSMUSG00000089484	8	22822428	22822545	-1	A2	1	snRNA	NOVEL
Mir302b	ENSMUSG00000076252	3	127545228	127545301	1	G2	1	miRNA	KNOWN
5S_rRNA	ENSMUSG00000089558	6	140166535	140166645	-1	G2	1	rRNA	NOVEL
AC217111.1	ENSMUSG00000094210	7	3415066	3415156	1	A1	1	miRNA	NOVEL
AC130216.1	ENSMUSG00000096378	10	89724750	89724875	-1	C2	1	miRNA	NOVEL
SNORA61	ENSMUSG00000088522	3	130870949	130871076	-1	G3	1	snoRNA	NOVEL
n-R5s158	ENSMUSG00000077283	7	128774846	128774963	-1	F3	1	rRNA	KNOWN
U6	ENSMUSG00000065104	11	65626394	65626503	1	B3	1	snRNA	NOVEL
U2	ENSMUSG00000065742	15	48551308	48551440	1	B3.3	1	snRNA	NOVEL
7SK	ENSMUSG00000089395	1	32726639	32726930	1	B	1	misc_RNA	NOVEL
Snord100	ENSMUSG00000080486	10	23785750	23785823	-1	A4	1	snoRNA	KNOWN
SNORA48	ENSMUSG00000087810	11	92910297	92910439	1	D	1	snoRNA	NOVEL
U1	ENSMUSG00000096205	11	87426716	87426879	1	C	1	snRNA	KNOWN
Mir7-1	ENSMUSG00000065434	13	58392779	58392886	-1	B1	1	miRNA	KNOWN
U6	ENSMUSG00000087843	4	36756048	36756154	1	A5	1	snRNA	NOVEL
SNORA63	ENSMUSG00000064880	16	23110383	23110507	1	B1	1	snoRNA	NOVEL
U4	ENSMUSG00000084665	3	33011958	33012114	1	A3	1	snRNA	NOVEL
BX119956.1	ENSMUSG00000078034	X	116123900	116123987	1	E1	1	miRNA	NOVEL
SNORA48	ENSMUSG00000087819	10	111481493	111481636	1	D1	1	snoRNA	NOVEL
AC238811.1	ENSMUSG00000093829	13	120045334	120045439	1	D2.3	1	snRNA	NOVEL
SNORA48	ENSMUSG00000088103	5	8242723	8242866	1	A1	1	snoRNA	NOVEL
U6	ENSMUSG00000084473	7	40879658	40879738	1	B3	1	snRNA	NOVEL
U6	ENSMUSG00000065872	3	109863780	109863885	1	F3	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077263	18	34093445	34093570	1	B1	1	snoRNA	NOVEL
SNORA38	ENSMUSG00000089287	3	4567203	4567335	-1	A1	1	snoRNA	NOVEL
AC117663.1	ENSMUSG00000095205	5	23852210	23852280	1	A3	1	snoRNA	KNOWN
SNORA17	ENSMUSG00000089327	4	25513451	25513575	-1	A3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077617	3	127005369	127005500	1	G2	1	snoRNA	NOVEL
SNORA21	ENSMUSG00000070166	12	21287927	21288059	1	A1.3	1	snoRNA	NOVEL
U1	ENSMUSG00000065212	6	81638311	81638469	1	C3	1	snRNA	NOVEL
Mir381	ENSMUSG00000065566	12	109726822	109726896	1	F1	1	miRNA	KNOWN
SNORA74	ENSMUSG00000077611	14	32191854	32192050	-1	B	1	snoRNA	NOVEL
U2	ENSMUSG00000084610	8	72037642	72037799	1	B3.3	1	snRNA	NOVEL
Scarna6	ENSMUSG00000089281	1	87784556	87784820	1	D	1	snoRNA	KNOWN
U6	ENSMUSG00000094312	14	110428157	110428263	-1	E3	1	snRNA	NOVEL
U2	ENSMUSG00000088991	13	112291121	112291273	1	D2.2	1	snRNA	NOVEL
7SK	ENSMUSG00000088369	X	163069614	163069869	-1	F4	1	misc_RNA	NOVEL
AL772216.63	ENSMUSG00000096512	2	10495980	10496062	1	A1	1	miRNA	KNOWN
5S_rRNA	ENSMUSG00000087848	3	69685467	69685580	1	E1	1	rRNA	NOVEL
5S_rRNA	ENSMUSG00000088030	13	23682545	23682652	-1	A3.1	1	rRNA	NOVEL
7SK	ENSMUSG00000084501	10	114910711	114911035	-1	D2	1	misc_RNA	NOVEL
SNORA71	ENSMUSG00000065362	2	158356424	158356554	-1	H1	1	snoRNA	NOVEL
U6	ENSMUSG00000065656	13	45026252	45026355	-1	A5	1	snRNA	NOVEL
AL670236.1	ENSMUSG00000096174	4	155911630	155911750	1	E2	1	miRNA	NOVEL
SNORA17	ENSMUSG00000077521	4	28365316	28365444	1	A4	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077485	8	66918650	66918778	-1	B3.1	1	snoRNA	NOVEL
7SK	ENSMUSG00000088572	6	111999327	111999641	1	E3	1	misc_RNA	NOVEL
7SK	ENSMUSG00000089063	3	103379400	103379731	-1	F2.2	1	misc_RNA	NOVEL
Mir183	ENSMUSG00000065619	6	30169668	30169737	-1	A3.3	1	miRNA	KNOWN
Mir592	ENSMUSG00000076067	6	27936655	27936750	-1	A3.2	1	miRNA	KNOWN
AL772216.46	ENSMUSG00000095198	2	10483678	10483760	1	A1	1	miRNA	KNOWN
AC157822.1	ENSMUSG00000092773	12	69361185	69361481	-1	C2	1	misc_RNA	NOVEL
5S_rRNA	ENSMUSG00000088564	1	137987657	137987776	-1	E4	1	rRNA	NOVEL
Snord73a	ENSMUSG00000064984	3	86138791	86138858	-1	F1	1	snoRNA	KNOWN
AC169674.44	ENSMUSG00000096390	7	59439891	59439969	-1	B5	1	snoRNA	NOVEL
SNORA20	ENSMUSG00000065202	9	70475484	70475596	1	D	1	snoRNA	NOVEL
AC140243.1	ENSMUSG00000094343	9	64900868	64900938	1	C	1	miRNA	NOVEL
U7	ENSMUSG00000088755	X	74159870	74159929	1	A7.3	1	snRNA	NOVEL
SNORA17	ENSMUSG00000089538	6	46481709	46481840	-1	B2.3	1	snoRNA	NOVEL
AC168073.38	ENSMUSG00000096136	7	59595165	59595243	-1	B5	1	snoRNA	NOVEL
Mir29c	ENSMUSG00000065548	1	195037547	195037634	1	H6	1	miRNA	KNOWN
U6	ENSMUSG00000064909	9	41339436	41339541	-1	A5.1	1	snRNA	NOVEL
AC122252.1	ENSMUSG00000094969	17	26580802	26580927	-1	A3.3	1	miRNA	NOVEL
AC163659.2	ENSMUSG00000080625	1	29301480	29301579	1	A5	1	miRNA	NOVEL
Mir19b-2	ENSMUSG00000065473	X	52741983	52742066	-1	A5	1	miRNA	KNOWN
7SK	ENSMUSG00000084536	4	111988650	111988958	-1	D1	1	misc_RNA	NOVEL
U6	ENSMUSG00000088312	8	42742807	42742912	1	A4	1	snRNA	NOVEL
n-R5s213	ENSMUSG00000065055	1	82635013	82635110	1	C5	1	rRNA	KNOWN
7SK	ENSMUSG00000084452	13	91744705	91745004	-1	C3	1	misc_RNA	NOVEL
BX001010.1	ENSMUSG00000095106	X	149967508	149967597	-1	F3	1	snoRNA	NOVEL
CT030639.1	ENSMUSG00000093615	9	7784390	7784440	1	A1	1	miRNA	NOVEL
SNORD115	ENSMUSG00000096812	7	59582063	59582140	-1	B5	1	snoRNA	NOVEL
Mir880	ENSMUSG00000078002	X	66800530	66800607	-1	A7.1	1	miRNA	KNOWN
Mir3475	ENSMUSG00000093102	X	140310948	140311012	1	F1	1	miRNA	KNOWN
Mir707	ENSMUSG00000076051	7	44849699	44849771	1	B3	1	miRNA	KNOWN
U6	ENSMUSG00000065206	6	42337677	42337783	-1	B2.1	1	snRNA	NOVEL
AC134539.1	ENSMUSG00000093967	10	89821340	89821446	-1	C2	1	snRNA	NOVEL
U3	ENSMUSG00000088309	11	86317266	86317487	1	C	1	snoRNA	NOVEL
U6	ENSMUSG00000065807	3	155788365	155788468	-1	H4	1	snRNA	NOVEL
U6	ENSMUSG00000064586	3	55305317	55305423	1	C	1	snRNA	NOVEL
Mir292	ENSMUSG00000078041	7	3219189	3219270	1	A1	1	miRNA	KNOWN
U6	ENSMUSG00000088663	X	92882451	92882555	1	C3	1	snRNA	NOVEL
Mir669h	ENSMUSG00000080594	2	10518155	10518279	1	A1	1	miRNA	KNOWN
AL808021.1	ENSMUSG00000092954	11	121297749	121297819	1	E2	1	miRNA	NOVEL
U6	ENSMUSG00000087777	6	33088646	33088749	-1	A3.3	1	snRNA	NOVEL
U1	ENSMUSG00000065876	10	10100953	10101116	1	A1	1	snRNA	NOVEL
SNORA17	ENSMUSG00000095228	X	135506257	135506370	-1	F1	1	snoRNA	NOVEL
U6	ENSMUSG00000077349	17	13675376	13675482	1	A1	1	snRNA	NOVEL
U6	ENSMUSG00000065341	7	126567044	126567149	-1	F3	1	snRNA	NOVEL
SNORA17	ENSMUSG00000088868	2	46306336	46306458	1	B	1	snoRNA	NOVEL
U1	ENSMUSG00000064555	5	85829627	85829787	1	E1	1	snRNA	NOVEL
AL731851.1	ENSMUSG00000078061	2	28608195	28608286	1	A3	1	miRNA	NOVEL
SNORA17	ENSMUSG00000087880	5	68566170	68566296	-1	C3.1	1	snoRNA	NOVEL
U6	ENSMUSG00000065661	X	83536031	83536137	1	C1	1	snRNA	KNOWN
5S_rRNA	ENSMUSG00000089326	1	77144753	77144846	1	C4	1	rRNA	NOVEL
AC166574.1	ENSMUSG00000093117	14	48769354	48769458	-1	C1	1	snRNA	NOVEL
SNORA17	ENSMUSG00000088744	10	59195699	59195825	1	B4	1	snoRNA	NOVEL
U2	ENSMUSG00000065751	7	111947181	111947330	-1	F1	1	snRNA	NOVEL
5S_rRNA	ENSMUSG00000088885	6	23639824	23639956	-1	A3.1	1	rRNA	NOVEL
U6	ENSMUSG00000084696	2	181183512	181183615	1	H4	1	snRNA	NOVEL
Mir217	ENSMUSG00000065415	11	28763728	28763835	1	A3.3	1	miRNA	KNOWN
SNORA61	ENSMUSG00000064761	11	25685140	25685269	1	A3.3	1	snoRNA	NOVEL
SNORA16	ENSMUSG00000065266	X	93251474	93251606	1	C3	1	snoRNA	NOVEL
U3	ENSMUSG00000080664	11	106725258	106725450	1	E1	1	snoRNA	NOVEL
SNORA77	ENSMUSG00000080364	16	18240717	18240842	-1	A3	1	snoRNA	NOVEL
SNORA72	ENSMUSG00000088114	X	101141433	101141552	-1	D	1	snoRNA	NOVEL
U6	ENSMUSG00000088992	16	63747437	63747534	-1	C1.3	1	snRNA	NOVEL
NRON	ENSMUSG00000089596	2	33812957	33813326	1	B	1	misc_RNA	NOVEL
SNORA17	ENSMUSG00000089543	4	79244587	79244709	-1	C3	1	snoRNA	NOVEL
AC122735.1	ENSMUSG00000077995	3	4355004	4355096	1	A1	1	miRNA	NOVEL
Mir150	ENSMUSG00000065495	7	45121757	45121821	1	B3	1	miRNA	KNOWN
AL772216.53	ENSMUSG00000095699	2	10512203	10512299	1	A1	1	miRNA	KNOWN
SNORA73	ENSMUSG00000065158	13	12589565	12589791	1	A1	1	snoRNA	NOVEL
Mir1957	ENSMUSG00000088552	4	119129779	119129844	1	D2.1	1	miRNA	KNOWN
U6	ENSMUSG00000087815	3	58975630	58975731	1	D	1	snRNA	NOVEL
AC127312.1	ENSMUSG00000094551	15	44432595	44432701	1	B3.2	1	snRNA	NOVEL
AC241619.1	ENSMUSG00000077816	5	128435255	128435347	1	G1.3	1	miRNA	NOVEL
SCARNA17	ENSMUSG00000088310	19	11695041	11695179	1	A	1	snoRNA	NOVEL
AC165279.1	ENSMUSG00000080385	15	15250085	15250174	-1	A1	1	miRNA	NOVEL
SNORD50	ENSMUSG00000096191	9	88857693	88857764	-1	E3.1	1	snoRNA	NOVEL
SNORD79	ENSMUSG00000065160	1	161037356	161037439	1	H2.1	1	snoRNA	NOVEL
AC159290.1	ENSMUSG00000080451	13	61823544	61823664	-1	B3	1	miRNA	NOVEL
snoU109	ENSMUSG00000088735	3	64318407	64318564	-1	E1	1	snoRNA	NOVEL
AC171272.5	ENSMUSG00000094213	7	59512795	59512873	-1	B5	1	snoRNA	NOVEL
Scarna2	ENSMUSG00000088185	3	108554338	108554751	-1	F3	1	snoRNA	KNOWN
SNORA32	ENSMUSG00000064511	16	53404086	53404193	-1	B5	1	snoRNA	NOVEL
U1	ENSMUSG00000065040	4	25566660	25566822	-1	A3	1	snRNA	NOVEL
7SK	ENSMUSG00000088940	19	38473120	38473202	-1	C3	1	misc_RNA	NOVEL
SNORA17	ENSMUSG00000077601	13	35293147	35293277	-1	A3.3	1	snoRNA	NOVEL
SNORD88	ENSMUSG00000084430	10	4775500	4775590	-1	A1	1	snoRNA	NOVEL
AL808027.1	ENSMUSG00000092765	2	32318265	32318346	1	B	1	miRNA	NOVEL
snoU13	ENSMUSG00000089419	X	66669636	66669738	-1	A7.1	1	snoRNA	NOVEL
AC169674.49	ENSMUSG00000096913	7	59393561	59393639	-1	B5	1	snoRNA	NOVEL
Mir297c	ENSMUSG00000076976	2	10509016	10509113	1	A1	1	miRNA	KNOWN
AC102240.1	ENSMUSG00000093283	18	65427469	65427810	1	E1	1	misc_RNA	NOVEL
CT033776.1	ENSMUSG00000094139	16	36419087	36419190	1	B3	1	snRNA	NOVEL
SNORA70	ENSMUSG00000088228	11	56482949	56483044	1	B1.3	1	snoRNA	NOVEL
U6	ENSMUSG00000089584	3	45978578	45978695	1	B	1	snRNA	NOVEL
U7	ENSMUSG00000088540	3	14401731	14401788	1	A1	1	snRNA	NOVEL
U6	ENSMUSG00000096342	16	36162015	36162121	-1	B3	1	snRNA	NOVEL
AC141881.9	ENSMUSG00000094455	8	123587959	123588077	-1	E1	1	rRNA	NOVEL
7SK	ENSMUSG00000084732	10	129172573	129172877	-1	D3	1	misc_RNA	NOVEL
AC121604.1	ENSMUSG00000080613	8	92913132	92913189	-1	C5	1	miRNA	NOVEL
U6	ENSMUSG00000075903	3	159916255	159916361	-1	H4	1	snRNA	NOVEL
SNORD38	ENSMUSG00000064536	X	73809417	73809481	1	A7.3	1	snoRNA	NOVEL
5S_rRNA	ENSMUSG00000088737	14	66591606	66591695	-1	D1	1	rRNA	NOVEL
AC161049.1	ENSMUSG00000080680	12	89431336	89431401	1	D3	1	miRNA	NOVEL
SNORD36	ENSMUSG00000065146	2	26912848	26912915	1	A3	1	snoRNA	NOVEL
AC169674.31	ENSMUSG00000095425	7	59362628	59362706	-1	B5	1	snoRNA	NOVEL
AL831766.1	ENSMUSG00000092849	2	168064820	168064897	-1	H3	1	miRNA	NOVEL
U6	ENSMUSG00000088408	2	163514516	163514618	1	H3	1	snRNA	NOVEL
Mir539	ENSMUSG00000076063	12	109728129	109728202	1	F1	1	miRNA	KNOWN
SNORA55	ENSMUSG00000087930	1	140003825	140003966	1	F	1	snoRNA	NOVEL
n-R5s37	ENSMUSG00000064467	16	61373027	61373144	-1	C1.3	1	rRNA	KNOWN
U6	ENSMUSG00000065331	16	17341906	17342012	-1	A3	1	snRNA	NOVEL
U6	ENSMUSG00000064685	X	22434414	22434516	1	A2	1	snRNA	NOVEL
Mir874	ENSMUSG00000077962	13	58023125	58023200	-1	B1	1	miRNA	KNOWN
SNORA17	ENSMUSG00000077494	9	107164977	107165106	1	F1	1	snoRNA	NOVEL
Y_RNA	ENSMUSG00000065701	6	47788069	47788180	-1	B2.3	1	misc_RNA	KNOWN
SNORA25	ENSMUSG00000089177	X	68684148	68684275	-1	A7.1	1	snoRNA	NOVEL
AL662925.1	ENSMUSG00000077858	X	12870269	12870362	-1	A1.1	1	miRNA	NOVEL
U6	ENSMUSG00000096704	19	47714784	47714887	-1	D1	1	snRNA	NOVEL
Mirlet7i	ENSMUSG00000065406	10	122985640	122985724	-1	D2	1	miRNA	KNOWN
U1	ENSMUSG00000064927	3	40992693	40992850	1	B	1	snRNA	NOVEL
Mir1964	ENSMUSG00000089139	7	29773294	29773376	1	B1	1	miRNA	KNOWN
Mir378b	ENSMUSG00000092985	11	88352773	88352864	1	C	1	miRNA	KNOWN
Mir148a	ENSMUSG00000065505	6	51269812	51269910	-1	B3	1	miRNA	KNOWN
U6	ENSMUSG00000084593	4	108537491	108537597	-1	C7	1	snRNA	NOVEL
U6	ENSMUSG00000064970	1	181813607	181813700	-1	H5	1	snRNA	NOVEL
U4	ENSMUSG00000065630	10	48619312	48619395	-1	B3	1	snRNA	NOVEL
AC157352.1	ENSMUSG00000077958	12	16800127	16800216	1	A1.1	1	miRNA	NOVEL
7SK	ENSMUSG00000088153	1	10166539	10166778	1	A2	1	misc_RNA	NOVEL
U3	ENSMUSG00000064807	11	96032678	96032891	1	D	1	snoRNA	NOVEL
AC134443.1	ENSMUSG00000080434	8	34295856	34295976	-1	A4	1	miRNA	NOVEL
AC183416.1	ENSMUSG00000094454	Y	83812588	83812695	-1	E	1	rRNA	NOVEL
SNORA17	ENSMUSG00000088533	14	34106156	34106244	1	B	1	snoRNA	NOVEL
7SK	ENSMUSG00000089186	10	40875640	40875882	-1	B1	1	misc_RNA	NOVEL
AC155640.1	ENSMUSG00000077090	10	60211185	60211251	-1	B4	1	miRNA	NOVEL
AC116121.1	ENSMUSG00000076392	8	56561301	56561409	1	B2	1	miRNA	NOVEL
7SK	ENSMUSG00000084463	12	71724652	71724954	1	C3	1	misc_RNA	NOVEL
AL772216.43	ENSMUSG00000095051	2	10502191	10502317	1	A1	1	miRNA	NOVEL
AC147162.1	ENSMUSG00000093232	13	48537825	48537921	1	A5	1	miRNA	KNOWN
U6	ENSMUSG00000088276	17	80104937	80105042	1	E3	1	snRNA	NOVEL
U6	ENSMUSG00000065319	17	84624402	84624510	1	E4	1	snRNA	NOVEL
U6	ENSMUSG00000088400	11	106764635	106764741	-1	E1	1	snRNA	NOVEL
SNORA17	ENSMUSG00000077640	12	106221075	106221206	1	F1	1	snoRNA	NOVEL
AL683818.1	ENSMUSG00000076977	4	25861239	25861348	-1	A3	1	miRNA	NOVEL
AC156951.1	ENSMUSG00000095086	6	120143644	120143750	-1	F1	1	snRNA	NOVEL
RNaseP_nuc	ENSMUSG00000088675	6	69326844	69327170	-1	C1	1	misc_RNA	KNOWN
AC122417.1	ENSMUSG00000093205	7	127524697	127524965	1	F3	1	misc_RNA	NOVEL
AC162893.2	ENSMUSG00000093045	7	5124050	5124120	-1	A1	1	miRNA	NOVEL
5S_rRNA	ENSMUSG00000088194	2	81543235	81543342	-1	D	1	rRNA	NOVEL
AC123838.1	ENSMUSG00000092821	8	109425644	109425744	-1	D3	1	miRNA	NOVEL
SNORD51	ENSMUSG00000064612	1	63178677	63178754	1	C2	1	snoRNA	NOVEL
U5	ENSMUSG00000095676	4	117189942	117190057	1	D1	1	snRNA	NOVEL
SNORA48	ENSMUSG00000088726	18	63533068	63533211	1	E1	1	snoRNA	NOVEL
U6	ENSMUSG00000064822	18	7835177	7835283	1	A1	1	snRNA	NOVEL
U6	ENSMUSG00000088754	2	34916250	34916353	1	B	1	snRNA	NOVEL
U6	ENSMUSG00000064687	4	86043394	86043494	-1	C4	1	snRNA	NOVEL
AL833775.1	ENSMUSG00000094959	4	40850144	40850226	-1	A5	1	miRNA	NOVEL
U7	ENSMUSG00000088101	10	51312622	51312686	-1	B3	1	snRNA	NOVEL
Mir1247	ENSMUSG00000080356	12	110278048	110278129	-1	F1	1	miRNA	KNOWN
U1	ENSMUSG00000088989	13	20844754	20844877	1	A2	1	snRNA	NOVEL
SNORD79	ENSMUSG00000089225	15	92512182	92512265	-1	E3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000088479	3	104201110	104201225	1	F2.2	1	snoRNA	NOVEL
U2	ENSMUSG00000094050	1	72236946	72237136	1	C3	1	snRNA	KNOWN
U6	ENSMUSG00000096022	17	35049218	35049321	1	B1	1	snRNA	NOVEL
SNORD11	ENSMUSG00000089512	1	59704258	59704338	1	C2	1	snoRNA	NOVEL
CT010444.1	ENSMUSG00000093618	12	44210313	44210373	1	B2	1	miRNA	NOVEL
SNORA17	ENSMUSG00000095414	13	8955932	8956064	-1	A1	1	snoRNA	NOVEL
AC171272.24	ENSMUSG00000096041	7	59471904	59471982	-1	B5	1	snoRNA	NOVEL
AC087184.1	ENSMUSG00000093463	3	153894701	153894771	1	H3	1	miRNA	NOVEL
SNORA17	ENSMUSG00000077647	14	67566850	67566981	1	D1	1	snoRNA	NOVEL
7SK	ENSMUSG00000089522	7	74962347	74962697	-1	D1	1	misc_RNA	NOVEL
AC168073.23	ENSMUSG00000095182	7	59587676	59587754	-1	B5	1	snoRNA	NOVEL
BX649624.1	ENSMUSG00000095840	X	148337286	148337375	-1	F2	1	snoRNA	NOVEL
SNORA36	ENSMUSG00000065692	10	8824011	8824147	-1	A1	1	snoRNA	NOVEL
5S_rRNA	ENSMUSG00000087794	2	61798180	61798296	1	C1.3	1	rRNA	NOVEL
AL833775.2	ENSMUSG00000095871	4	40850320	40850402	-1	A5	1	miRNA	NOVEL
U1	ENSMUSG00000088143	18	83355199	83355364	-1	E3	1	snRNA	NOVEL
Mir3086	ENSMUSG00000092813	19	58911673	58911759	-1	D2	1	miRNA	KNOWN
SNORA25	ENSMUSG00000093874	13	62136930	62137062	1	B3	1	snoRNA	NOVEL
SNORA17	ENSMUSG00000077785	12	73145774	73145905	-1	C3	1	snoRNA	NOVEL
Mir3080	ENSMUSG00000092751	15	82959218	82959296	-1	E1	1	miRNA	KNOWN
